Datetime,NO2,SO2,O3,CO,PM2.5,PM10
12/2/2017 0:00,19.83,11.65,103.38,0.1,92,135.5
12/2/2017 1:00,17.15,12.1,105.85,0.1,95.75,136.25
12/2/2017 2:00,18.75,11.58,99.48,0.1,91.5,133.25
12/2/2017 3:00,15.03,12.07,81.85,0.1,105.5,142
12/2/2017 4:00,14.1,15.15,86.23,0.1,106,139.25
12/2/2017 5:00,13.62,17.08,113.17,0.1,85.5,121.25
12/2/2017 6:00,14.27,18.12,109.28,0.1,80,114
12/2/2017 7:00,35.22,15.58,86.73,0.1,82.5,121.75
12/2/2017 8:00,24.32,15.48,103.9,0.1,82.25,133.5
12/2/2017 9:00,14.97,18.2,141.6,0.1,75.75,129.5
12/2/2017 10:00,15.92,18.45,150.92,0.1,70.5,115
12/2/2017 11:00,18.1,17.15,155.8,0.1,66,121
12/2/2017 12:00,17.78,125.3,147.97,0.1,62.25,118.5
12/2/2017 13:00,117.72,14.95,145.03,0.1,57.5,104.25
12/2/2017 14:00,15.48,11.12,149.92,0.03,49.75,91.5
12/2/2017 15:00,15.65,9.03,157.27,0.1,51,90.75
12/2/2017 16:00,14.7,11.88,159.78,0.1,58,102.75
12/2/2017 17:00,16.5,15.75,179.35,0.1,67.25,115.5
12/2/2017 18:00,30.95,18.38,178.88,0.1,105.5,170.5
12/2/2017 19:00,44.75,19.88,153.38,0.1,129.5,202.5
12/2/2017 20:00,39.77,19.5,134.25,0.08,144.75,230
12/2/2017 21:00,33.88,11.15,119.55,0.08,144.75,223.25
12/2/2017 22:00,34.58,12.95,110.75,0.3,128.5,186.75
12/2/2017 23:00,25.5,12.4,115.12,0.1,125.5,186.25
12/3/2017 0:00,21.25,12.62,118.57,0.1,121,169
12/3/2017 1:00,17.47,11,123.48,0.1,117.75,158
12/3/2017 2:00,23.78,11.17,120.55,0.1,108,152
12/3/2017 3:00,32.58,9.02,61.75,0.1,107.5,154.5
12/3/2017 4:00,35.02,8.67,64.67,0.1,116.75,171.5
12/3/2017 5:00,23.65,7.45,99.95,0.15,120.5,162
12/3/2017 6:00,27.15,8.62,108.8,0.35,124.75,167.25
12/3/2017 7:00,42.03,13.93,94.55,0.4,144.25,197.5
12/3/2017 8:00,50.3,18.3,95.55,0.3,118.75,182
12/3/2017 9:00,23.48,25.82,132.3,0.28,104.75,169.5
12/3/2017 10:00,19.8,27.82,136.7,0.1,106.5,167.25
12/3/2017 11:00,14.35,17.65,138.68,0.1,88.5,130.25
12/3/2017 12:00,15,11.43,135.72,0.1,63.5,102
12/3/2017 13:00,10.73,11,134.75,0.1,53,84.25
12/3/2017 14:00,12.45,8.28,136.7,0.1,44.25,74
12/3/2017 15:00,12.4,8.28,141.13,0.1,44.75,71.5
12/3/2017 16:00,12.53,9.1,140.63,0.1,45,82
12/3/2017 17:00,12.38,7.7,129.38,0.1,48,83
12/3/2017 18:00,15.18,6.8,111.73,0.1,51.25,91.5
12/3/2017 19:00,20.23,8.05,104.38,0.1,64.25,112.5
12/3/2017 20:00,21.15,8.9,109.75,0.08,75.25,125.25
12/3/2017 21:00,16.3,6.85,108.28,0.2,77,117.5
12/3/2017 22:00,12.2,7.25,116.62,0.13,71,101.25
12/3/2017 23:00,20.12,8.12,90.67,0.1,75,107
12/4/2017 0:00,24.53,8.5,80.35,0.27,89,125.5
12/4/2017 1:00,22.1,4.8,87.7,0.08,90.5,125.75
12/4/2017 2:00,28.65,1.18,91.62,0.03,88,113
12/4/2017 3:00,40.9,9.02,69.07,0.08,84.5,104.5
12/4/2017 4:00,43.07,0.05,69.1,0.18,84,107.75
12/4/2017 5:00,55.02,0.08,75.95,0.55,89,119.5
12/4/2017 6:00,40.13,1.72,123.48,0.85,98,139.75
12/4/2017 7:00,23.32,14.37,89.67,0.38,109.25,150
12/4/2017 8:00,24.48,23.55,94.1,0.1,115.5,173.75
12/4/2017 9:00,21.55,24.4,113.65,0.1,109,167.5
12/4/2017 10:00,16.95,19.6,126.92,0.1,89.75,141.5
12/4/2017 11:00,16.8,17,138.2,0.1,77,113
12/4/2017 12:00,13.27,11.43,140.6,0.1,55.75,97.5
12/4/2017 13:00,83.48,10.7,137.22,0.1,59,96.25
12/4/2017 14:00,13.4,8.83,137.7,0.1,51,84
12/4/2017 15:00,15.22,6.83,140.17,0.08,48.75,80.75
12/4/2017 16:00,14.08,6.07,141.6,0.2,50,82.75
12/4/2017 17:00,20.02,6.9,141.1,0.2,58,88.75
12/4/2017 18:00,30.53,11.18,121.05,0.18,75.25,125
12/4/2017 19:00,37,14.43,107.3,0.08,113,182.5
12/4/2017 20:00,32.88,11.1,99,0.1,123,201.75
12/4/2017 21:00,10.75,8.1,122,0.1,117,174
12/4/2017 22:00,10,8.85,127.4,0.1,71,99.5
12/4/2017 23:00,9.4,8.23,122.98,0.1,86,105.75
12/5/2017 0:00,15.85,9.28,101.45,0.1,77,102
12/5/2017 1:00,21.3,9,84.77,0.1,89.75,123.75
12/5/2017 2:00,20.57,10.15,86.23,0.1,93.75,138.25
12/5/2017 3:00,20.43,9.73,77.42,0.1,108.75,156
12/5/2017 4:00,25.03,8.4,74,0.2,111,153
12/5/2017 5:00,19.95,8.35,89.65,0.4,108.75,151
12/5/2017 6:00,30.23,8.8,74.48,0.1,113.25,148.75
12/5/2017 7:00,16.95,13.9,111.25,0.1,122.25,147.25
12/5/2017 8:00,18.95,18.7,115.17,0.1,102,135.25
12/5/2017 9:00,19.93,19.5,122,0.1,99,131.5
12/5/2017 10:00,18.73,17.03,131.8,0.08,86.75,126
12/5/2017 11:00,16.25,11.4,144.03,0.1,101.25,120.5
12/5/2017 12:00,14.68,117.62,146,0.1,146.75,112.25
12/5/2017 13:00,85.57,8.23,150.45,0.08,65.25,108.75
12/5/2017 14:00,16.65,8.15,153.85,0.1,67,108.25
12/5/2017 15:00,18.6,5.25,147.5,0.15,69.5,115.75
12/5/2017 16:00,16.28,5,142.6,0.1,68.25,109
12/5/2017 17:00,13.5,4.12,133.75,0.13,68,106.25
12/5/2017 18:00,15.4,5.93,119.57,0.08,64.5,104
12/5/2017 19:00,11.58,7.03,123,0.1,63.25,106
12/5/2017 20:00,9.12,7.08,129.85,0.1,62.75,94.75
12/5/2017 21:00,10.25,7.48,130.83,0.1,70.25,99.75
12/5/2017 22:00,12.75,7.92,122.98,0.1,78.25,109.25
12/5/2017 23:00,16.88,8.38,117.6,0.1,83.5,115.25
12/6/2017 0:00,19.78,7.95,94.57,0.1,88,122
12/6/2017 1:00,27.85,8.4,87.2,0.1,94.75,133
12/6/2017 2:00,27.02,6.85,87.23,0.05,104,142
12/6/2017 3:00,26.07,6.73,66.65,0.08,104,142.75
12/6/2017 4:00,20.22,6.55,74.02,0.08,100.5,140.5
12/6/2017 5:00,15.28,6.65,106.8,0.1,98.25,125.75
12/6/2017 6:00,17.15,7.95,106.33,0.1,97,124.5
12/6/2017 7:00,17.4,10.05,106.33,0.1,103,134
12/6/2017 8:00,23.38,17.35,103.4,0.1,117.25,148
12/6/2017 9:00,25.88,24.32,118.08,0.1,128.75,170
12/6/2017 10:00,19.58,21.22,143.57,0.15,111,157.25
12/6/2017 11:00,19.08,10.77,147.5,0.1,92.5,132.5
12/6/2017 12:00,18.03,117.62,156.8,0.1,81,117.75
12/6/2017 13:00,28.92,13.92,153.85,0.1,75.25,111.25
12/6/2017 14:00,26.48,68.82,146.5,0.08,64.75,101.25
12/6/2017 15:00,36.33,75.72,152.4,0.13,59.5,98.25
12/6/2017 16:00,26.7,28.12,172.5,0.25,62.75,105.5
12/6/2017 17:00,28.48,14.45,171.5,0.2,64.75,114.25
12/6/2017 18:00,28.17,11.77,125.95,0.1,97.25,154.25
12/6/2017 19:00,38.22,9.47,87.73,0.1,136.5,205
12/6/2017 20:00,28.4,8.6,107.3,0.1,116,185.25
12/6/2017 21:00,35.7,7.68,92.12,0.1,113.25,163.75
12/6/2017 22:00,35.3,4,99.47,0.08,110.25,164
12/6/2017 23:00,26.15,3.05,105.35,0.18,103.75,152
12/7/2017 0:00,34.03,3.73,91.17,0.43,118,161
12/7/2017 1:00,30.4,5.33,75.93,0.85,119.25,162.75
12/7/2017 2:00,27.6,8,91.12,0.05,120,162.25
12/7/2017 3:00,24.07,8.48,71.55,0.03,110.75,146.75
12/7/2017 4:00,47.43,7.55,17.13,0.08,113.25,156.25
12/7/2017 5:00,41.18,6.23,27.45,0.05,122.75,168.75
12/7/2017 6:00,30.23,5.95,33.8,0,119.5,165.5
12/7/2017 7:00,39.45,6.2,32.35,0.08,114,162.75
12/7/2017 8:00,34.95,6.9,48.02,0.1,121.25,175.5
12/7/2017 9:00,31.12,13.92,86.75,0.1,124.5,179.75
12/7/2017 10:00,21.85,29.95,139.15,0.1,117,192
12/7/2017 11:00,20.9,34.9,147.95,0.1,99,150
12/7/2017 12:00,42,117.62,143.58,0.1,105.5,172
12/7/2017 13:00,111.77,143.62,148.47,0.1,107.25,194.25
12/7/2017 14:00,61.93,156.67,137.2,0.15,104.5,177.25
12/7/2017 15:00,36.8,88.2,152.38,0.2,90.5,164
12/7/2017 16:00,23,26.47,161.73,0.13,79.25,144
12/7/2017 17:00,19.08,20.52,165.12,0.1,80.5,134.25
12/7/2017 18:00,25.7,18.88,143.57,0.1,99,161.25
12/7/2017 19:00,37.15,18.8,129.85,0.1,123.25,201.25
12/7/2017 20:00,54.62,15.6,79.38,0.08,126.75,224
12/7/2017 21:00,74.57,15.45,50.97,0.05,148.75,251.75
12/7/2017 22:00,61.25,13.83,58.82,0.03,183.25,287.25
12/7/2017 23:00,55.27,6.95,37.75,0.08,171.25,264.75
12/8/2017 0:00,50.55,4.95,77.4,0.32,185.5,281.25
12/8/2017 1:00,56.7,8,53.9,0.68,156.5,221.25
12/8/2017 2:00,47.78,9.1,32.82,0.2,167.75,244.5
12/8/2017 3:00,59.62,10.25,21.55,0,184,268.25
12/8/2017 4:00,66.7,9.95,14.73,0,194.75,267.5
12/8/2017 5:00,41.83,8.1,35.77,0.03,173,240
12/8/2017 6:00,41.77,8.38,36.28,0.13,147.5,202.75
12/8/2017 7:00,51.85,9.32,30.35,0.23,157.5,221.5
12/8/2017 8:00,59.18,9.6,21.08,0.37,168.25,243.25
12/8/2017 9:00,51.9,18.8,60.27,0.08,152.5,263.25
12/8/2017 10:00,35.87,25.4,107.3,0.1,153.25,246.25
12/8/2017 11:00,32.15,29.4,133.3,0.1,142,238
12/8/2017 12:00,65.8,117.62,115.65,0.1,124.25,226.25
12/8/2017 13:00,119.97,188.88,131.8,0.61,105.75,200.5
12/8/2017 14:00,67.2,156.67,107.78,0.72,88,165.75
12/8/2017 15:00,28.38,64.13,125.93,0.38,67.75,127.5
12/8/2017 16:00,24.28,17.78,128.88,0.33,51.25,103.75
12/8/2017 17:00,28.05,16.45,123.98,0.77,48.5,114
12/8/2017 18:00,45.23,13.17,89.67,0.17,51,113.75
12/8/2017 19:00,55.23,14,71.05,0.05,64.75,169
12/8/2017 20:00,68.18,8.22,46.02,0.03,79,220
12/8/2017 21:00,68.15,8.27,39.7,0.05,85,223
12/8/2017 22:00,72.53,11.3,21.1,0.95,100,206.5
12/8/2017 23:00,78.05,11.83,20.07,0.05,101.25,205
12/9/2017 0:00,71.67,9.43,12.28,0.05,81.75,175.5
12/9/2017 1:00,42.37,14.75,42.62,0.08,79.75,158.75
12/9/2017 2:00,37.32,11.7,29.4,0.08,94.75,156.5
12/9/2017 3:00,36.15,13.1,22.52,0.25,97.25,151.5
12/9/2017 4:00,28.88,11.65,23.05,0.08,96.25,147
12/9/2017 5:00,39.47,10.22,18.15,0.1,89.75,138.5
12/9/2017 6:00,26.02,10.23,27.47,0.05,85.75,136
12/9/2017 7:00,22.18,10.33,33.32,0.1,83,124.25
12/9/2017 8:00,28.98,10.3,31.35,0.1,77,125
12/9/2017 9:00,22.28,14.35,54.9,0.1,82.75,128.25
12/9/2017 10:00,21.98,16.3,81.35,0.08,78.75,131.25
12/9/2017 11:00,54.3,68.3,96.53,0,78,138
12/9/2017 12:00,54.02,117.62,102.9,0.25,73.25,162.25
12/9/2017 13:00,108.5,114.7,115.65,0.1,71.5,180.5
12/9/2017 14:00,17.8,14,122,0.08,59.75,147.5
12/9/2017 15:00,14.72,10.55,117.62,0.08,44.5,101.25
12/9/2017 16:00,49.17,15.5,102.42,0.1,37,85.75
12/9/2017 17:00,42.1,50.85,99.98,0.1,40.5,96.5
12/9/2017 18:00,58.87,14.37,79.87,0.1,54.75,118
12/9/2017 19:00,77.02,15.22,66.63,0.08,68.25,138
12/9/2017 20:00,75.85,15.83,40.68,0.05,79.75,165
12/9/2017 21:00,76.42,19,43.13,0.03,88,189.5
12/9/2017 22:00,37.2,17.38,45.57,0.05,70.25,151.5
12/9/2017 23:00,36.1,15.6,45.57,0.1,70.5,143
12/10/2017 0:00,86,11.85,16.68,0,68.25,150.25
12/10/2017 1:00,64.75,14.85,25.47,0.58,65.75,148
12/10/2017 2:00,45.1,17.08,31.35,0.18,66.25,132.5
12/10/2017 3:00,37.38,13.35,27.42,0.03,67.75,132
12/10/2017 4:00,47.6,12.22,15.2,0.03,61.5,106
12/10/2017 5:00,44.1,14.57,28.9,0.05,61.75,96
12/10/2017 6:00,26.93,14.03,36.73,0.05,57.5,83.25
12/10/2017 7:00,19.7,7.38,33.82,0.1,53,75.5
12/10/2017 8:00,23.6,6.68,35.77,0.1,51.25,72.25
12/10/2017 9:00,19.43,10.85,57.3,0.1,54,83.25
12/10/2017 10:00,23.95,20.97,84.3,0.1,51.75,97.75
12/10/2017 11:00,19.33,25.73,106.35,0.1,49.25,96.5
12/10/2017 12:00,14.48,7.58,117.1,0.1,32,74.75
12/10/2017 13:00,12.6,10.88,112.72,0.1,23.25,64.5
12/10/2017 14:00,17.6,10.75,118.1,0.1,23.5,53.25
12/10/2017 15:00,16.07,10.15,124.93,0.1,22,50.75
12/10/2017 16:00,17,11.03,120.57,0.1,22.25,50.5
12/10/2017 17:00,15.12,10.88,126.92,0.1,25.25,58.25
12/10/2017 18:00,32.13,10.9,106.8,0.1,32,77
12/10/2017 19:00,35.08,20.1,95.55,0.1,52.5,174.5
12/10/2017 20:00,60.38,23.95,56.35,0.03,70.25,163
12/10/2017 21:00,47.02,15.8,60.75,0.03,67.5,155.5
12/10/2017 22:00,46.23,13.87,46.55,0.08,62.5,129.75
12/10/2017 23:00,40.7,12.1,49.98,0.1,66.75,141.5
12/11/2017 0:00,35.28,14.22,65.18,0.1,64,118.75
12/11/2017 1:00,24.4,12.93,68.6,0.3,57,99.5
12/11/2017 2:00,32.23,13.53,47.53,0.38,54.75,100.75
12/11/2017 3:00,62.37,7.73,20.57,0.38,57.5,117.75
12/11/2017 4:00,66.42,2.35,5.88,0.12,59.75,137.75
12/11/2017 5:00,51.52,1.3,25,0.48,63.75,116.75
12/11/2017 6:00,26.45,10.1,26.45,0.38,70,111.75
12/11/2017 7:00,35.17,8.85,12.75,0.05,72.75,115.75
12/11/2017 8:00,29.8,7.85,22.53,0.03,72,112
12/11/2017 9:00,25.35,13.7,50.95,0.1,60,95
12/11/2017 10:00,29.65,18.77,80.38,0.13,59.25,107.75
12/11/2017 11:00,29.2,12.97,101.93,0.18,40.5,93
12/11/2017 12:00,37.83,7.58,108.3,0.13,39,88
12/11/2017 13:00,93.75,67.1,133.75,0.1,38,89
12/11/2017 14:00,17.05,37.1,153.35,0.1,36,86.75
12/11/2017 15:00,16.2,30.5,165.15,0.08,30.5,81.25
12/11/2017 16:00,21.4,32.72,170.03,0.08,33.75,86.5
12/11/2017 17:00,25.9,32.93,168.57,0.1,40.25,94.75
12/11/2017 18:00,69.3,29.28,109.75,0.1,47.5,120.25
12/11/2017 19:00,83.82,24.08,75.92,0.1,53.75,154
12/11/2017 20:00,36.72,14.3,60.77,0.08,57.5,139.25
12/11/2017 21:00,48.65,11.32,39.22,0.05,106,177.5
12/11/2017 22:00,56.22,9.58,27.95,0.1,99.75,173.75
12/11/2017 23:00,44.67,9.3,29.38,0.1,90,149
12/12/2017 0:00,52,10.15,24.5,0.1,109,162
12/12/2017 1:00,76.55,9.5,8.83,0.1,126.5,178.25
12/12/2017 2:00,68.7,8.5,10.3,0.08,135.75,191.5
12/12/2017 3:00,61.45,6.68,7.33,0.03,140,188.5
12/12/2017 4:00,67.05,4.53,5.88,0.37,138.5,180
12/12/2017 5:00,70.55,2.68,5.9,0.23,140,191.75
12/12/2017 6:00,64.35,6.02,5.9,1.47,129,180
12/12/2017 7:00,49.45,7.65,6.38,0.62,122,174.25
12/12/2017 8:00,42.4,8.65,11.28,0.52,117.25,174.5
12/12/2017 9:00,28.05,7.78,34.77,0.5,108.5,170.5
12/12/2017 10:00,21.43,7.45,55.37,0.25,91.25,152.25
12/12/2017 11:00,20.38,6.43,68.6,0.05,67.25,112.75
12/12/2017 12:00,16.23,7.58,73.98,0.1,51.5,85.5
12/12/2017 13:00,87.2,6.42,79.4,0.1,37.75,66.25
12/12/2017 14:00,24.4,5.25,84.75,0.08,36.75,61.25
12/12/2017 15:00,24.88,7.62,95.55,0.1,36.75,69.75
12/12/2017 16:00,16.5,9.53,110.25,0.1,39,66
12/12/2017 17:00,22.03,18.82,121.05,0.15,41,62.5
12/12/2017 18:00,43.45,8.93,88.7,0.15,43.25,75.25
12/12/2017 19:00,26,3.7,56.35,0.05,56.25,108.75
12/12/2017 20:00,29.35,3.2,43.62,0.15,82.5,112.25
12/12/2017 21:00,31.35,7.42,27.42,0.15,108.25,133
12/12/2017 22:00,34.22,6.73,23.5,0.2,108.75,146.75
12/12/2017 23:00,32.4,7,22.53,0.08,77.75,112
12/13/2017 0:00,50.27,7.43,10.28,0.05,70.25,105.5
12/13/2017 1:00,48.97,6.85,9.8,0.03,81.25,128.5
12/13/2017 2:00,63.47,6.67,5.88,0,94.75,144.5
12/13/2017 3:00,72.75,6.03,3.93,0.05,92.5,132
12/13/2017 4:00,59.8,4.13,4.4,0.6,77.75,121.75
12/13/2017 5:00,39.07,3.95,8.83,0.63,72.5,107
12/13/2017 6:00,38.67,1.1,9.3,0.22,65.75,95.75
12/13/2017 7:00,30.1,4.1,11.75,0.2,58,77.25
12/13/2017 8:00,26.55,7.12,23.02,0.05,53.75,66.75
12/13/2017 9:00,19.05,7.17,32.82,0.03,49.25,61.5
12/13/2017 10:00,13.42,6.78,55.85,0.08,46.5,68.75
12/13/2017 11:00,14.85,8,74,0.1,45.25,77.25
12/13/2017 12:00,17.67,7.58,96.07,0.1,46,78
12/13/2017 13:00,89.15,6.8,113.2,0.13,54.75,84.25
12/13/2017 14:00,19,6.7,123.98,0.1,55,95.75
12/13/2017 15:00,18.35,6.98,125.9,0.1,59.5,89
12/13/2017 16:00,28.1,6.75,131.32,0.1,63,93.25
12/13/2017 17:00,19.58,4.93,126.92,0.28,66.75,110.25
12/13/2017 18:00,25.57,6.2,83.3,0.18,64.5,108
12/13/2017 19:00,43.13,6.12,49.97,0.1,78,144
12/13/2017 20:00,27.17,5.42,30.38,0.1,71.5,148
12/13/2017 21:00,30.07,5.32,20.58,0.1,62.5,98.5
12/13/2017 22:00,21.55,4.75,23.53,0.1,63.75,88
12/13/2017 23:00,18.42,4.23,28.92,0.05,53.25,70.25
12/14/2017 0:00,17.05,3.98,30.87,0.03,51,71
12/14/2017 1:00,63.05,4.52,5.38,0.05,51.25,72.5
12/14/2017 2:00,38.45,4.37,12.28,0.03,56.75,85
12/14/2017 3:00,39.87,4.85,4.88,0.03,71,91
12/14/2017 4:00,40.23,5.7,6.88,0.03,74.25,95.5
12/14/2017 5:00,40.8,6.75,6.85,0.03,84,109
12/14/2017 6:00,30.7,5.6,11.75,0.03,73.25,102.5
12/14/2017 7:00,32.75,4.92,13.23,0.08,61,86.5
12/14/2017 8:00,32.35,4.22,27.45,0.03,71,99.75
12/14/2017 9:00,16.9,4.07,49,0.1,81.25,104.75
12/14/2017 10:00,26.57,5.12,61.72,0.1,74.75,95.75
12/14/2017 11:00,20.58,6.05,79.35,0.1,70,97.25
12/14/2017 12:00,14.25,7.58,90.65,0.1,62.5,91
12/14/2017 13:00,84.47,6.45,98,0.1,57,87.25
12/14/2017 14:00,15.9,6.25,103.43,0.1,54.75,87.75
12/14/2017 15:00,21.45,6.27,109.3,0.1,61,90.25
12/14/2017 16:00,20.82,6.3,103.88,0.1,69.5,98.5
12/14/2017 17:00,18.12,7,93.6,0.1,60.75,95.75
12/14/2017 18:00,27.17,7.95,78.38,0.23,71.75,111
12/14/2017 19:00,32.45,8.98,66.15,0.65,89,142.25
12/14/2017 20:00,27.55,6.93,62.7,0.65,88,140
12/14/2017 21:00,25.28,4.58,57.82,0.28,81.75,117.75
12/14/2017 22:00,20.5,5.75,64.2,0.25,73.75,104
12/14/2017 23:00,12.03,6.85,82.33,0.13,76.25,98.5
12/15/2017 0:00,12.17,7.9,73,0.1,68,91
12/15/2017 1:00,16.33,6,56.85,0.08,70.5,94.25
12/15/2017 2:00,25.17,4.75,41.68,0.1,70,98
12/15/2017 3:00,24.3,4.17,35.77,0.1,75.25,101
12/15/2017 4:00,22.02,1.53,45.57,0.13,79.75,106.75
12/15/2017 5:00,14.58,3.77,64.65,0.13,71,96.25
12/15/2017 6:00,26.92,4.27,47.05,0.1,68,95
12/15/2017 7:00,18.2,5.68,57.32,0.1,77.5,126.75
12/15/2017 8:00,14.62,8.8,69.07,0.1,79.5,185.25
12/15/2017 9:00,19.03,21.97,74.98,0.1,80.5,103.25
12/15/2017 10:00,19.05,16.5,89.67,0.13,76,104.75
12/15/2017 11:00,20.58,6.05,79.35,0.1,70,97.25
12/15/2017 12:00,14.3,11.1,109.75,0.1,55.5,83.5
12/15/2017 13:00,83.6,9.4,112.2,0.1,54.75,84.25
12/15/2017 14:00,15.57,8,117.1,0.08,47.25,78.5
12/15/2017 15:00,14.5,7.77,124.45,0.08,53.5,79
12/15/2017 16:00,15.17,9,129.37,0.1,53,86.25
12/15/2017 17:00,19.12,8.95,122.98,0.1,56.25,94
12/15/2017 18:00,26.13,9.5,101.45,0.1,60.75,111.5
12/15/2017 19:00,38.2,10.5,84.3,0.1,73.75,131.5
12/15/2017 20:00,49.78,10.88,64.7,0.1,86.25,149.5
12/15/2017 21:00,32.75,7.17,61.75,0.1,103,162
12/15/2017 22:00,31.25,6.77,63.67,0.1,88.25,132.25
12/15/2017 23:00,22.18,7.15,70.57,0.1,86.25,127.5
12/16/2017 0:00,26.6,7.55,65.17,0.1,76,109.5
12/16/2017 1:00,30.2,6.02,43.57,0.13,69.75,107
12/16/2017 2:00,36.35,5.03,41.65,0.1,71,113.25
12/16/2017 3:00,58.93,5.3,10.78,0.1,81.25,119.5
12/16/2017 4:00,36.1,4.9,21.55,0.1,93.5,133.75
12/16/2017 5:00,63.57,5,5.4,0.1,92.25,133
12/16/2017 6:00,61.6,5.23,4.9,0.1,92.25,156.75
12/16/2017 7:00,71.3,3.85,5.9,0.3,90,174
12/16/2017 8:00,55.12,2.8,11.25,0.25,100.75,169.5
12/16/2017 9:00,38.12,3.9,40.18,0.35,96.5,147.25
12/16/2017 10:00,27.53,6.78,83.77,0.65,92.25,134.5
12/16/2017 11:00,28.62,3.98,119.07,0.13,82,118.75
12/16/2017 12:00,21.67,11.1,134.77,0.4,71.75,111.25
12/16/2017 13:00,150.92,11.15,142.1,0.2,59.5,106
12/16/2017 14:00,18.78,15.47,145.03,0.15,63.5,100.5
12/16/2017 15:00,18.48,15.33,142.1,0.1,67.5,107
12/16/2017 16:00,19.65,14.9,129.35,0.1,59,95.75
12/16/2017 17:00,19.02,11.62,109.27,0.08,61.5,97.75
12/16/2017 18:00,37.43,10.1,83.3,0.1,53,108.5
12/16/2017 19:00,34.37,10.15,80.85,0.08,62,145.5
12/16/2017 20:00,28.6,11.15,90.15,0.08,77.25,157
12/16/2017 21:00,27.2,13.38,94.55,0.1,100,164.5
12/16/2017 22:00,29.05,12.42,85.28,0.1,106.5,151.5
12/16/2017 23:00,42.85,9.8,66.12,0.1,95.25,153.5
12/17/2017 0:00,46.7,9.17,39.7,0.1,114,161.25
12/17/2017 1:00,50.83,10.18,29.42,0.05,124.5,183.75
12/17/2017 2:00,80.57,9.72,8.3,0.05,131.75,195.25
12/17/2017 3:00,81.92,10.17,6.85,0.08,139.5,196
12/17/2017 4:00,68.23,9,10.8,0.08,139,196
12/17/2017 5:00,99.63,9.95,9.78,0.03,141.25,209.75
12/17/2017 6:00,80.05,9.78,6.85,0.08,135,205.25
12/17/2017 7:00,54.43,6.65,7.85,0.08,129.25,209.5
12/17/2017 8:00,93.77,7.18,11.28,0.05,126.25,194.5
12/17/2017 9:00,39.02,10.8,55.38,0.08,133.5,231
12/17/2017 10:00,20.5,15.5,98.48,0.1,108,165
12/17/2017 11:00,15.1,16.37,126.42,0.1,87.75,121.25
12/17/2017 12:00,18.95,15.48,138.7,0.1,81,113
12/17/2017 13:00,12.05,22.55,142.1,0.1,71.5,114.25
12/17/2017 14:00,12.4,24.97,141.6,0.1,67,106.5
12/17/2017 15:00,12.57,29.4,149.92,0.1,64.75,103
12/17/2017 16:00,11.75,32.03,147.97,0.1,65,108.25
12/17/2017 17:00,13.25,27.53,138.65,0.1,62.25,108.5
12/17/2017 18:00,20.27,21.95,119.05,0.1,75.5,121.5
12/17/2017 19:00,35.02,19.83,98,0.1,90.5,152
12/17/2017 20:00,78.05,20.73,57.33,0.13,113.75,203
12/17/2017 21:00,57.48,16.4,58.8,0.05,136.5,218.25
12/17/2017 22:00,58.48,15.38,53.9,0.05,121,192
12/17/2017 23:00,68.15,14.53,40.67,0.08,135,214.25
12/18/2017 0:00,77.52,11.25,15.17,0.08,138.75,220
12/18/2017 1:00,86.73,10.9,8.33,0.05,135,282.25
12/18/2017 2:00,100.95,10.97,9.33,0.08,141.25,269.25
12/18/2017 3:00,86.45,9.73,9.3,0.03,127.75,202
12/18/2017 4:00,63.03,8.6,8.33,0.03,115,187.75
12/18/2017 5:00,43.38,7.42,13.73,0.08,122.25,209.75
12/18/2017 6:00,78.55,8.92,6.38,0.05,118.25,206.25
12/18/2017 7:00,56.27,7.43,11.75,0.08,123.25,258.75
12/18/2017 8:00,73.82,9.02,15.23,0.08,127.25,238
12/18/2017 9:00,39.2,13.72,55.35,0.05,123.25,186.75
12/18/2017 10:00,26.05,16.85,91.62,0.1,102.25,149.25
12/18/2017 11:00,15.1,16.37,126.42,0,87.75,121.25
12/18/2017 12:00,7.3,17.95,62.23,0.05,33,53
12/18/2017 13:00,86.48,18.48,131.8,0.13,67.75,105.5
12/18/2017 14:00,18.7,18.88,135.7,0.15,62,103.25
12/18/2017 15:00,15.42,19.05,140.13,0.1,56.5,98
12/18/2017 16:00,20.55,19.57,144.03,0.1,57.25,90.25
12/18/2017 17:00,22.43,19.17,141.6,0.08,57.5,98.5
12/18/2017 18:00,13.7,8.55,61.75,0.05,37.75,58.25
12/18/2017 19:00,47.9,20.22,106.83,0.1,92.5,136.25
12/18/2017 20:00,74.62,19.65,60.77,0.1,114.75,190.25
12/18/2017 21:00,71.73,17.98,41.65,0.03,126.25,218.5
12/18/2017 22:00,57.45,16.3,63.22,0.4,129.5,215.25
12/18/2017 23:00,72.5,12.48,27.42,0.63,108.25,180
12/19/2017 0:00,94.9,9.68,8.8,0.08,106.75,204.75
12/19/2017 1:00,72.97,16.7,26.92,0.18,120.75,222.5
12/19/2017 2:00,38.38,18.8,48.52,0.05,122.5,203
12/19/2017 3:00,34.73,19.03,44.6,0.08,101.5,166.25
12/19/2017 4:00,47.4,15.8,10.77,0.1,101.75,170.25
12/19/2017 5:00,34.12,13.5,26.92,0.08,117,183.25
12/19/2017 6:00,91.38,15.4,6.88,0.05,121.75,177
12/19/2017 7:00,54.6,9.3,18.63,0.25,127,208.75
